3/6/2024,4:00,241.0200,243.8000,241.0200,243.0200,383
3/6/2024,4:01,243.0000,243.0200,242.9000,243.0200,96
3/6/2024,4:02,243.0000,243.0000,243.0000,243.0000,3
3/6/2024,4:03,243.0200,243.0200,242.5200,242.5200,29
3/6/2024,4:04,242.7400,242.7400,242.7400,242.7400,7
3/6/2024,4:05,242.9800,242.9800,242.8000,242.8000,2
3/6/2024,4:07,242.9800,242.9800,242.9800,242.9800,1
3/6/2024,4:08,242.7500,242.9800,242.7500,242.9800,20
3/6/2024,4:10,242.7500,242.7500,242.7500,242.7500,10
3/6/2024,4:11,242.7500,242.7500,242.7500,242.7500,9
3/6/2024,4:12,242.7500,243.2700,242.7500,243.2700,910
3/6/2024,4:14,243.0000,243.2700,243.0000,243.2700,34
3/6/2024,4:20,242.8700,242.8700,242.8700,242.8700,10
3/6/2024,4:22,243.2500,243.2500,243.2500,243.2500,226
3/6/2024,4:23,243.5100,243.5100,243.5100,243.5100,5
3/6/2024,4:24,243.7200,243.7700,243.7200,243.7700,300
3/6/2024,4:26,243.7300,243.7400,243.7300,243.7400,330
3/6/2024,4:27,243.7300,243.7300,243.7300,243.7300,10
3/6/2024,4:29,243.6400,243.7800,243.6400,243.7800,193
3/6/2024,4:30,243.7800,243.7900,243.7800,243.7900,800
3/6/2024,4:31,243.8000,243.8000,243.8000,243.8000,10
3/6/2024,4:33,243.8000,243.8800,243.8000,243.8700,305
3/6/2024,4:36,244.0000,244.0200,244.0000,244.0100,95
3/6/2024,4:37,243.9500,243.9500,243.9500,243.9500,169
3/6/2024,4:40,243.7300,243.7300,243.6900,243.6900,1551
3/6/2024,4:42,243.5400,243.5400,243.5000,243.5000,800
3/6/2024,4:44,243.5100,243.5100,243.5000,243.5000,1221
3/6/2024,4:45,243.4800,243.6300,243.4800,243.4800,59
3/6/2024,4:46,243.2100,243.4800,243.1400,243.4800,715
3/6/2024,4:54,243.6500,243.6500,243.6500,243.6500,10
3/6/2024,4:55,243.7000,244.0000,243.7000,244.0000,1130
3/6/2024,4:56,244.0100,244.0100,244.0100,244.0100,900
3/6/2024,4:59,243.8000,243.8000,243.8000,243.8000,23
3/6/2024,5:00,243.9900,244.0100,243.9900,244.0100,51
3/6/2024,5:02,243.9800,243.9800,243.8700,243.8700,531
3/6/2024,5:03,243.8000,243.8000,243.8000,243.8000,270
3/6/2024,5:05,243.8000,243.8000,243.8000,243.8000,100
3/6/2024,5:07,243.9900,243.9900,243.9900,243.9900,1
3/6/2024,5:08,243.9800,244.0200,243.9800,244.0200,130
3/6/2024,5:09,244.2200,244.2200,244.2200,244.2200,30
3/6/2024,5:10,244.2000,244.2000,244.0000,244.0000,54
3/6/2024,5:11,244.1100,244.2000,244.1100,244.2000,70
3/6/2024,5:12,244.0000,244.0200,244.0000,244.0000,478
3/6/2024,5:13,243.9500,243.9500,243.9500,243.9500,9
3/6/2024,5:14,244.0000,244.0000,244.0000,244.0000,2
3/6/2024,5:15,243.9600,243.9600,243.9600,243.9600,19
3/6/2024,5:16,243.9100,243.9100,243.9100,243.9100,245
3/6/2024,5:17,243.8000,243.8500,243.8000,243.8500,10
3/6/2024,5:23,244.0000,244.0000,244.0000,244.0000,42
3/6/2024,5:24,243.9800,243.9800,243.9800,243.9800,1
3/6/2024,5:25,243.9500,243.9500,243.6000,243.6500,444
3/6/2024,5:26,243.6500,243.9000,243.6500,243.9000,24
